"Laboratory Name","Lab Id","User Name",Mobile,Email,State,District,Disciplines,"Certificate No","Date of Issue","Date of Expiry",Address,"Pin Code"
"GOVERNMENT PRIMARY HEALTH CENTRE - KANDAMANGALAM 
",M(EL)T-02453,NABLBCL005913,9487472637,ila.nila.91@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-02149,"2023-10-31 00:00:00","26-10-31 00:00:00","Kandamangalam Block, Villupuram District, Tamil Nadu - 605102, India",605102
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - ANNADHANAPATTI
",M(EL)T-02756,NABLBCL007078,9087727708,cpmuannadhanapattyuphc@gmail.com,"Tamil Nadu",SALEM,"Clinical Biochemistry",NABL-M(EL)T-02150,"2023-10-31 00:00:00","26-10-31 00:00:00","Salem Corporation, Salem District, Tamil Nadu - 636002, India
",636002
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - SINGANALLUR 
",M(EL)T-02759,NABLBCL007081,9994489425,singanalluruphc@gmail.com,"Tamil Nadu",COIMBATORE,"Clinical Biochemistry",NABL-M(EL)T-02151,"2023-10-31 00:00:00","26-10-31 00:00:00","Coimbatore Corporation, Coimbatore  District, Tamil Nadu - 641005, India
",641005
"GOVERNMENT PRIMARY HEALTH CENTRE - PERIYAVALAVADI
",M(EL)T-02764,NABLBCL004428,7418418017,periyavalavadiphc123@gmail.com,"Tamil Nadu",TIRUPPUR,"Clinical Biochemistry",NABL-M(EL)T-02152,"2023-10-31 00:00:00","26-10-31 00:00:00","Udumalpet Block, Tiruppur District, Tamil Nadu - 642126, India
",642132
"GOVERNMENT UPGRADED PRIMARY HEALTH CENTRE - SITHAIYANKOTTAI 
",M(EL)T-02776,NABLBCL007086,8883143369,sheeladass8181@gmail.com,"Tamil Nadu",DINDIGUL,"Clinical Biochemistry",NABL-M(EL)T-02153,"2023-10-31 00:00:00","26-10-31 00:00:00","Athoor Block, Dindigul District, Tamil Nadu - 624708, India
",624708
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - KONAVATTAM
",M(EL)T-02761,NABLBCL007043,9092699251,konavattamuphc@gmail.com,"Tamil Nadu",VELLORE,"Clinical Biochemistry",NABL-M(EL)T-02154,"2023-10-31 00:00:00","26-10-31 00:00:00","Vellore Corporation, Vellore District, Tamil Nadu - 632013, India
",632001
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - PUDUPETTAI
",M(EL)T-01843,NABLBCL005405,9535898335,vetrisudha2007@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-02155,"2023-10-31 00:00:00","26-10-31 00:00:00","Pudupettai  Block, Kallakurichi District, Tamil Nadu - 606402, India
",606402
"GOVERNMENT PRIMARY HEALTH CENTRE - KAMBILIYAMPATTI
",M(EL)T-01044,NABLBCL004183,7418469737,kambliampattyphc@gmail.com,"Tamil Nadu",TIRUPPUR,"Clinical Biochemistry",NABL-M(EL)T-02156,"2023-10-31 00:00:00","26-10-31 00:00:00","Vellakovil Block, Tiruppur District, Tamil Nadu - 638706, India
",638706
"GOVERNMENT PRIMARY HEALTH CENTRE - PUDURNADU
",M(EL)T-02787,NABLBCL004585,8124149017,msureshmathavan@gmail.com,"Tamil Nadu",VELLORE,"Clinical Biochemistry",NABL-M(EL)T-02157,"2023-10-31 00:00:00","26-10-31 00:00:00","Andiyapanur Block, Thirupathur District, Tamil Nadu - 635655, India
",635655
"ICTC, SUB-DIVISIONAL HOSPITAL, PATTAMUNDAI",M(EL)T-02733,NABLBCL003107,9438822815,ictcchcpmi@gmail.com,Odisha,KENDRAPARA,"Medical Microbiology And Immunology",NABL-M(EL)T-02158,"2023-11-01 18:50:31","26-11-01 18:50:31","P. O. Pattamundai, KENDRAPARA, Odisha 754215, India",754215
"APOLLO HELATH AND LIFESTYLE LIMITED",M(EL)T-00857,NABLBCL003062,8331955806,Saiharsha.j@apollodiagnostics.in,Telangana,HYDERABAD,"Clinical Biochemistry",NABL-M(EL)T-02159,"2023-11-01 19:00:31","26-11-01 19:00:31","PLOT No. C10, CRYSTAL TOWN, BANDLAGUDA, HYDERABAD, Telangana 500005, India",500005
"GOVERNMENT PRIMARY HEALTH CENTRE - AMARAVATHY NAGAR
",M(EL)T-02763,NABLBCL004779,9003537276,phcamaravathinagar@gmail.com,"Tamil Nadu",TIRUPPUR,"Clinical Biochemistry",NABL-M(EL)T-02160,"2023-11-01 00:00:00","26-11-01 00:00:00","Udumalpet Block, Tiruppur District, Tamil Nadu - 642102, India
",642102
"ICTC KOILAKUNTLA",M(EL)T-00966,NABLBCL003450,9666293913,ictc.koilakuntla@gmail.com,"Andhra Pradesh",KURNOOL,"Medical Microbiology And Immunology",NABL-M(EL)T-02161,"2023-11-01 19:03:20","26-11-01 19:03:20","GOVT. HOSPITAL C. H. C GANDHI CENTRE, OPP. GOVT. HIGH SCHOOL, KOILAKUNTLA, KURNOOL, Andhra Pradesh 518134, India",518134
"ICTC AH AVANIGADDA",M(EL)T-00968,NABLBCL003329,9248192939,ictcahavg@gmail.com,"Andhra Pradesh",KRISHNA,"Medical Microbiology And Immunology",NABL-M(EL)T-02162,"2023-11-01 19:06:25","26-11-01 19:06:25","ICTC AH AVANIGADDA, KRISHNA, Andhra Pradesh 521121, India",521121
"S.A. I.C.T.C. Rolla",M(EL)T-02587,NABLBCL006900,9849585606,ictcrolla@gmail.com,"Andhra Pradesh",ANANTAPUR,"Medical Microbiology And Immunology",NABL-M(EL)T-02163,"2023-11-01 19:07:49","26-11-01 19:07:49","C.H.C. Rolla, ANANTAPUR, Andhra Pradesh 515321, India",515321
"PPTCT-MCH, ADONI",M(EL)T-02601,NABLBCL006845,9642059565,pptct.adoni@gmail.com,"Andhra Pradesh",KURNOOL,"Medical Microbiology And Immunology",NABL-M(EL)T-02164,"2023-11-01 19:08:14","26-11-01 19:08:14","VENKANNA BAVI STREET                            MCH HOSPITAL                                         ADONI, KURNOOL, Andhra Pradesh 518301, India",518301
"ICTC, VAYALPADU",M(EL)T-00947,NABLBCL003258,7989239932,ictc.vayalpadu@gmail.com,"Andhra Pradesh",CHITTOOR,"Medical Microbiology And Immunology",NABL-M(EL)T-02165,"2023-11-01 19:08:33","26-11-01 19:08:33","Room No.25, ICTC Lab Vayalpadu, CHITTOOR, Andhra Pradesh 517299, India",517299
"GOVERNMENT UPGRADED PRIMARY HEALTH CENTRE - VADUGACHERRY
",M(EL)T-02301,NABLBCL005102,6383466146,phcvcy@gmail.com,"Tamil Nadu",NAGAPATTINAM,"Clinical Biochemistry",NABL-M(EL)T-02166,"2023-11-01 00:00:00","26-11-01 00:00:00","Vadugacherry Block, Nagapattinam District, Tamil Nadu - 611109, India
",611109
"GOVERNMENT PRIMARY HEALTH CENTRE - THIRUVENGADAM 
",M(EL)T-01194,NABLBCL004610,6382457624,skktvm.tnphc@gmail.com,"Tamil Nadu",TIRUNELVELI,"Clinical Biochemistry",NABL-M(EL)T-02167,"2023-11-01 00:00:00","26-11-01 00:00:00","Kuruvikulam Block, Tenkasi District, Tamil Nadu - 627719, India
",627719
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - GANDHIJI ROAD
",M(EL)T-01921,NABLBCL004492,8825431339,ecmchospital@gmail.com,"Tamil Nadu",ERODE,"Clinical Biochemistry",NABL-M(EL)T-02168,"2023-11-01 00:00:00","26-11-01 00:00:00","Erode Corporation, Erode District, Tamil Nadu - 638001, India
",638001
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - KONAVATTAM
",M(EL)T-01816,NABLBCL006509,9092699251,konavattamuphc@gmail.com,"Tamil Nadu",VELLORE,"Clinical Biochemistry",NABL-M(EL)T-02169,"2023-11-01 00:00:00","26-11-01 00:00:00","Vellore Corporation, Vellore District, Tamil Nadu - 632013, India
",632003
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - ANAIYUR
",M(EL)T-02033,NABLBCL005302,9600682315,anaiyuruphcmdu@gmail.com,"Tamil Nadu",MADURAI,"Clinical Biochemistry",NABL-M(EL)T-02170,"2023-11-01 00:00:00","26-11-01 00:00:00","Madurai Corporation, Madurai District, Tamil Nadu - 625017, India
",625017
"GOVERNMENT PRIMARY HEALTH CENTRE - KEELAKADU 
",M(EL)T-01556,NABLBCL005443,8098293643,sangeethal1635@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-02171,"2023-11-01 00:00:00","26-11-01 00:00:00","Kariyalur Block, Kallakurichi District, Tamil Nadu - 606041, India
",606401
"GOVERNMENT PRIMARY HEALTH CENTRE - KEEZHKULAM
",M(EL)T-01238,NABLBCL003735,9500753759,shiny.scariya@gmail.com,"Tamil Nadu",KANNIYAKUMARI,"Clinical Biochemistry",NABL-M(EL)T-02172,"2023-11-01 00:00:00","26-11-01 00:00:00","Killiyoor Block, Kanniyakumari District, Tamil Nadu - 629193, India
",629193
"GOVERNMENT PRIMARY HEALTH CENTRE - CHINNA VADAMBACHERY
",M(EL)T-01756,NABLBCL003625,8610602388,thiruselvisanjeev@gmail.com,"Tamil Nadu",COIMBATORE,"Clinical Biochemistry",NABL-M(EL)T-02173,"2023-11-01 00:00:00","26-11-01 00:00:00","Sulthanpet Block, Coimbatore District, Tamil Nadu - 641669, India
",641669
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - VELLAKINAR 
",M(EL)T-01539,NABLBCL006241,9488472285,vellakinaruphc.nuhm@gmail.com,"Tamil Nadu",COIMBATORE,"Clinical Biochemistry",NABL-M(EL)T-02174,"2023-11-01 00:00:00","26-11-01 00:00:00","Coimbatore Corporation, Coimbatore District, Tamil Nadu - 641029, India
",641029
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - AMBEDKAR NAGAR
",M(EL)T-02791,NABLBCL007065,9944125990,ambedkarnagaruhp@gmail.com,"Tamil Nadu",VELLORE,"Clinical Biochemistry",NABL-M(EL)T-02175,"2023-11-01 00:00:00","26-11-01 00:00:00","Vellore Corporation, Vellore District, Tamil Nadu - 632004, India
",632004
"GOVERNMENT PRIMARY HEALTH CENTRE - PERUGAMANI 
",M(EL)T-02807,NABLBCL003566,7838650998,ssuganya2112@gmail.com,"Tamil Nadu",TIRUCHIRAPPALLI,"Clinical Biochemistry",NABL-M(EL)T-02176,"2023-11-01 00:00:00","26-11-01 00:00:00","Anthanallur Block, Trichy District, Tamil Nadu - 639115, India
",639115
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - VADAKKANKULAM
",M(EL)T-01265,NABLBCL003911,9626259721,tnv-vkkulam.tnphc@nic.in,"Tamil Nadu",TIRUNELVELI,"Clinical Biochemistry",NABL-M(EL)T-02177,"2023-11-01 00:00:00","26-11-01 00:00:00","Valliyoor Block, Tirunelveli District, Tamil Nadu - 627116, India
",627116
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - PATHAMADAI
",M(EL)T-01873,NABLBCL003459,9787031913,tnv-pmadai.tnphc@nic.in,"Tamil Nadu",TIRUNELVELI,"Clinical Biochemistry",NABL-M(EL)T-02178,"2023-11-01 00:00:00","26-11-01 00:00:00","Pathamadai Block, Tirunelveli District, Tamil Nadu - 627653, India
",627453
"GOVERNMENT PRIMARY HEALTH CENTRE - KALLIDAIKURICHI
",M(EL)T-01894,NABLBCL003485,9488860011,phckallidaikurichi@gmail.com,"Tamil Nadu",TIRUNELVELI,"Clinical Biochemistry",NABL-M(EL)T-02179,"2023-11-01 00:00:00","26-11-01 00:00:00","Pathamadai Block, Tirunelveli District, Tamil Nadu - 627653, India
",627416
"GOVERNMENT UPGRADED PRIMARY HEALTH CENTRE - ARIYAPPAPURAM
",M(EL)T-01830,NABLBCL003492,9942597800,phcapm1@gmail.com,"Tamil Nadu",TIRUNELVELI,"Clinical Biochemistry",NABL-M(EL)T-02180,"2023-11-01 00:00:00","26-11-01 00:00:00","Keelapavoor Block, Tenkasi District, Tamil Nadu - 627808, India
",627808
"GOVERNMENT UPGRADED PRIMARY HEALTH CENTRE - MUTHUR
",M(EL)T-01026,NABLBCL004165,9384782997,tprmuthurtnphc@gmail.com,"Tamil Nadu",TIRUPPUR,"Clinical Biochemistry",NABL-M(EL)T-02181,"2023-11-01 00:00:00","26-11-01 00:00:00","Vellakovil Block, Tiruppur District, Tamil Nadu - 638105, India.
",638105
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - CHENNIMALAI
",M(EL)T-01849,NABLBCL004157,7708620661,dpr-cmalai.tnphc@nic.in,"Tamil Nadu",ERODE,"Clinical Biochemistry",NABL-M(EL)T-02182,"2023-11-01 00:00:00","26-11-01 00:00:00","Chennimalai Block, Erode District, Tamil Nadu - 638051, India
",638051
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - JAMBAI
",M(EL)T-01376,NABLBCL004161,9003882444,bmojambaiblock@gmail.com,"Tamil Nadu",ERODE,"Clinical Biochemistry",NABL-M(EL)T-02183,"2023-11-01 00:00:00","26-11-01 00:00:00","Bhavani Block, Erode District, Tamil Nadu - 638312, India
",638312
"GOVERNMENT PRIMARY HEALTH CENTRE - MELADEVANALLUR
",M(EL)T-01024,NABLBCL003985,9042415497,meladevanallurphc@gmail.com,"Tamil Nadu",TIRUNELVELI,"Clinical Biochemistry",NABL-M(EL)T-02184,"2023-11-01 00:00:00","26-11-01 00:00:00","Kalakkadu Block, Tirunelveli District, Tamil Nadu - 627502, India",627502
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - EDAICODE
",M(EL)T-01028,NABLBCL003644,9385808579,kkm-edaicode.tnphc@nic.in,"Tamil Nadu",KANNIYAKUMARI,"Clinical Biochemistry",NABL-M(EL)T-02185,"2023-11-01 00:00:00","26-11-01 00:00:00","Melpuram Block, Kanniyakumari District, Tamil Nadu - 629152, India",629152
"GOVERNMENT PRIMARY HEALTH CENTRE - OLAVILAI
",M(EL)T-01035,NABLBCL003863,8012621130,cusha41@gmail.com,"Tamil Nadu",KANNIYAKUMARI,"Clinical Biochemistry",NABL-M(EL)T-02186,"2023-11-01 00:00:00","26-11-01 00:00:00","Thuckalai Block, Kanniyakumari District, Tamil Nadu - 629156, India
",629156
"GOVERNMENT PRIMARY HEALTH CENTRE - VALINOKKAM
",M(EL)T-01004,NABLBCL003942,8838447134,movalinokkam@gmail.com,"Tamil Nadu",RAMANATHAPURAM,"Clinical Biochemistry",NABL-M(EL)T-02187,"2023-11-01 00:00:00","26-11-01 00:00:00","Kadaladi Block, Ramanathapuram District, Tamil Nadu - 623528, India
",623528
"GOVERNMENT UPGRADED PRIMARY HEALTH CENTRE - GOPALAPURAM
",M(EL)T-02014,NABLBCL004197,8903967194,phcgopalapuram@gmail.com,"Tamil Nadu",VIRUDHUNAGAR,"Clinical Biochemistry",NABL-M(EL)T-02188,"2023-11-01 00:00:00","26-11-01 00:00:00","Aruppukottai Block, Virudhunagar District, Tamil Nadu - 626112, India
",626113
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - PERIYANDIPALAYAM
",M(EL)T-01471,NABLBCL004406,6381108968,palaninithin6@gmail.com,"Tamil Nadu",TIRUPPUR,"Clinical Biochemistry",NABL-M(EL)T-02189,"2023-11-01 00:00:00","26-11-01 00:00:00","Tiruppur Corporation, Tiruppur District, Tamil Nadu - 641687, India
",641687
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - AMMAPET
",M(EL)T-02334,NABLBCL005272,9092184087,cpmuammapetuphc@gmail.com,"Tamil Nadu",SALEM,"Clinical Biochemistry",NABL-M(EL)T-02190,"2023-11-01 00:00:00","26-11-01 00:00:00","Salem Corporation, Salem District, Tamil Nadu - 636003, India
",636003
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - PERIYASEMUR
",M(EL)T-02100,NABLBCL004511,9942754405,uphcperiyasemur@gmail.com,"Tamil Nadu",ERODE,"Clinical Biochemistry",NABL-M(EL)T-02191,"2023-11-01 00:00:00","26-11-01 00:00:00","Erode Corporation, Erode District, Tamil Nadu - 638004, India
",638004
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - MOOKANDAPALLI
",M(EL)T-02806,NABLBCL004445,6369451807,hosururbanphcmkp@gmail.com,"Tamil Nadu",KRISHNAGIRI,"Clinical Biochemistry",NABL-M(EL)T-02192,"2023-11-01 00:00:00","26-11-01 00:00:00","Bagalur Block, Krishnagiri District, Tamil Nadu - 635126, India
",635126
"GOVERNMENT PRIMARY HEALTH CENTRE - URIGAM
",M(EL)T-02809,NABLBCL004523,7358142798,urigam2017@gmail.com,"Tamil Nadu",KRISHNAGIRI,"Clinical Biochemistry",NABL-M(EL)T-02193,"2023-11-01 00:00:00","26-11-01 00:00:00","Thally Block, Krishnagiri District, Tamil Nadu - 635102, India
",635102
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - KAVERIPATTINAM
",M(EL)T-02804,NABLBCL004745,6380488759,siyamuk@gmail.com,"Tamil Nadu",KRISHNAGIRI,"Clinical Biochemistry",NABL-M(EL)T-02194,"2023-11-01 00:00:00","26-11-01 00:00:00","Barur Block, Krishnagiri District, Tamil Nadu - 635112, India
",635112
"GOVERNMENT UPGRADED PRIMARY HEALTH CENTRE - SAMALPATTI
",M(EL)T-02816,NABLBCL005101,7358142505,labsamalpatti@gmail.com,"Tamil Nadu",KRISHNAGIRI,"Clinical Biochemistry",NABL-M(EL)T-02195,"2023-11-01 00:00:00","26-11-01 00:00:00","Mathur Block, Krishnagiri District, Tamil Nadu  - 635306, India
",635306
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - BAGALUR
",M(EL)T-02811,NABLBCL007107,9751675397,manisubra85@gmail.com,"Tamil Nadu",KRISHNAGIRI,"Clinical Biochemistry",NABL-M(EL)T-02196,"2023-11-01 00:00:00","26-11-01 00:00:00","Bagalur Block, Krishnagiri District, Tamil Nadu - 635126, India
",635124
"GOVERNMENT PRIMARY HEALTH CENTRE - UTHUMALAI 
",M(EL)T-01511,NABLBCL004622,9003413372,JAJPMalar@gmail.com,"Tamil Nadu",TIRUNELVELI,"Clinical Biochemistry",NABL-M(EL)T-02197,"2023-11-01 00:00:00","26-11-01 00:00:00","Nettur Block, Tenkasi District, Tamil Nadu - 627860, India
",627860
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - INAM KARUR
",M(EL)T-02154,NABLBCL005642,9629716159,inamkaruruphc@gmail.com,"Tamil Nadu",KARUR,"Clinical Biochemistry",NABL-M(EL)T-02198,"2023-11-01 00:00:00","26-11-01 00:00:00","Vangal Block, Karur District, Tamil Nadu - 639006, India
",639002
"GOVERNMENT PRIMARY HEALTH CENTRE - RAMAPURAM
",M(EL)T-01007,NABLBCL005003,9944292354,ramapuramphc0@gmail.com,"Tamil Nadu",KANCHIPURAM,"Clinical Biochemistry",NABL-M(EL)T-02199,"2023-11-01 00:00:00","26-11-01 00:00:00","Acharapakkam Block, Chengalpet District, Tamil Nadu - 603201, India",603201
"GOVERNMENT PRIMARY HEALTH CENTRE - ILANJI
",M(EL)T-01436,NABLBCL006229,9677577228,pvijayalakshmi001@gmail.com,"Tamil Nadu",TIRUNELVELI,"Clinical Biochemistry",NABL-M(EL)T-02200,"2023-11-01 00:00:00","26-11-01 00:00:00","Tenkasi Block, Tenkasi District, Tamil Nadu - 627805, India
",627805
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - MELA KADAYANALLUR 
",M(EL)T-01425,NABLBCL004661,8940625789,syedalisajitha@gmail.com,"Tamil Nadu",TIRUNELVELI,"Clinical Biochemistry",NABL-M(EL)T-02201,"2023-11-01 00:00:00","26-11-01 00:00:00","Chokkampatti Block, Tenkasi District, Tamil Nadu - 627751, India
",627757
"GOVERNMENT PRIMARY HEALTH CENTRE - MIMISAL 
",M(EL)T-02688,NABLBCL005844,8608641898,phcmimisal@gmail.com,"Tamil Nadu",PUDUKKOTTAI,"Clinical Biochemistry",NABL-M(EL)T-02202,"2023-11-01 00:00:00","26-11-01 00:00:00","Avudeiyarkovil Block, Pudukkottai District, Tamil Nadu - 614621, India
",614621
"GOVERNMENT UPGRADED PRIMARY HEALTH CENTRE - ANCHETTY
",M(EL)T-02810,NABLBCL004813,8098853033,sangee85n@gmail.com,"Tamil Nadu",KRISHNAGIRI,"Clinical Biochemistry",NABL-M(EL)T-02203,"2023-11-01 00:00:00","26-11-01 00:00:00","Thally Block, Krishnagiri District, Tamil Nadu - 635102, India
",635102
"GOVERNMENT PRIMARY HEALTH CENTRE - PAVITHIRAM
",M(EL)T-01125,NABLBCL005012,9626524155,pavithiramgphc@gmail.com,"Tamil Nadu",TIRUVANNAMALAI,"Clinical Biochemistry",NABL-M(EL)T-02204,"2023-11-01 00:00:00","26-11-01 00:00:00","Kattampoondi Block, Tiruvannamalai District, Tamil Nadu - 606806, India
",606806
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - THIRUVARANKULAM

",M(EL)T-01018,NABLBCL005056,9788402767,phctvkulam@gmail.com,"Tamil Nadu",PUDUKKOTTAI,"Clinical Biochemistry",NABL-M(EL)T-02205,"2023-11-01 00:00:00","26-11-01 00:00:00","Thiruvarankulam Block, Pudukkottai District, Tamil Nadu - 622303, India
",622303
"GOVERNMENT PRIMARY HEALTH CENTRE - KANNANOOR
",M(EL)T-01361,NABLBCL005145,8667534179,kkm-kannanoor.tnphc@nic.in,"Tamil Nadu",KANNIYAKUMARI,"Clinical Biochemistry",NABL-M(EL)T-02206,"2023-11-01 00:00:00","26-11-01 00:00:00","Thiruvattar Block, Kanniyakumari District, Tamil Nadu - 629158, India
",629158
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - PAVOORCHATRAM 
",M(EL)T-01287,NABLBCL003551,8973733001,skk-pchatram.tnphc@nic.in,"Tamil Nadu",TIRUNELVELI,"Clinical Biochemistry",NABL-M(EL)T-02207,"2023-11-01 00:00:00","26-11-01 00:00:00","Keelapavoor Block, Tenkasi District, Tamil Nadu - 627808, India
",627808
"GOVERNMENT UPGRADED PRIMARY HEALTH CENTRE - VAIRAVIKULAM 
",M(EL)T-01955,NABLBCL006453,6374282095,vairamphcreports@gmail.com,"Tamil Nadu",TIRUNELVELI,"Clinical Biochemistry",NABL-M(EL)T-02208,"2023-11-01 00:00:00","26-11-01 00:00:00","Ambasamudram Block, Tirunelveli District, Tamil Nadu - 627401, India
","627416 "
"GOVERNMENT UPGRADED PRIMARY HEALTH CENTRE - MUNANJIPATTI
",M(EL)T-01885,NABLBCL006469,9788383915,munanjipattilab@gmail.com,"Tamil Nadu",TIRUNELVELI,"Clinical Biochemistry",NABL-M(EL)T-02209,"2023-11-01 00:00:00","26-11-01 00:00:00","Nanguneri Block, Tirunelveli District, Tamil Nadu - 627355, India
",627355
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - KOSAVAPATTI
",M(EL)T-00879,NABLBCL003077,9994332986,dphl.dindigul@gmail.com,"Tamil Nadu",DINDIGUL,"Clinical Biochemistry",NABL-M(EL)T-02210,"2023-11-01 00:00:00","26-11-01 00:00:00","Sanarpatti Block, Dindigul District, Tamil Nadu - 624304, India",624304
"GOVERNMENT PRIMARY HEALTH CENTRE - KADAVUR
",M(EL)T-01940,NABLBCL006416,9655982288,kadavurphc@gmail.com,"Tamil Nadu",KARUR,"Clinical Biochemistry",NABL-M(EL)T-02211,"2023-11-01 00:00:00","26-11-01 00:00:00","Kadavur Block, Karur District, Tamil Nadu - 621311, India
",621311
"GOVERNMENT UPGRADED PRIMARY HEALTH CENTRE - PULLAMBADI 
",M(EL)T-02645,NABLBCL003521,8610718632,phcpullambadi@gmail.com,"Tamil Nadu",TIRUCHIRAPPALLI,"Clinical Biochemistry",NABL-M(EL)T-02212,"2023-11-01 00:00:00","26-11-01 00:00:00","Pullambadi Block, Trichy District, Tamil Nadu - 621711, India
",621711
"GOVERNMENT PRIMARY HEALTH CENTRE - KOLLEMCODE
",M(EL)T-01038,NABLBCL003575,9578355639,mprabha3688@gmail.com,"Tamil Nadu",KANNIYAKUMARI,"Clinical Biochemistry",NABL-M(EL)T-02213,"2023-11-01 00:00:00","26-11-01 00:00:00","Munchirai Block, Kanniyakumari District, Tamil Nadu - 629160, India
",629160
"GOVERNMENT PRIMARY HEALTH CENTRE - KOMAL
",M(EL)T-01548,NABLBCL004213,9514711463,rukyaraj@gmail.com,"Tamil Nadu",THIRUVARUR,"Clinical Biochemistry",NABL-M(EL)T-02214,"2023-11-01 00:00:00","26-11-01 00:00:00","Thiruvarur Block, Thiruvarur District, Tamil Nadu - 610202, India
",610102
"GOVERNMENT PRIMARY HEALTH CENTRE - RAJAVALLIPURAM
",M(EL)T-02399,NABLBCL003813,7708027149,bennybirla@gmail.com,"Tamil Nadu",TIRUNELVELI,"Clinical Biochemistry",NABL-M(EL)T-02215,"2023-11-01 00:00:00","26-11-01 00:00:00","Palayamkottai Block, Tirunelveli District, Tamil Nadu - 637359, India
",627359
"GOVERNMENT PRIMARY HEALTH CENTRE - KAVALKARANPATTI
",M(EL)T-02051,NABLBCL004973,8973302970,phckavalkaranpatti@gmail.com,"Tamil Nadu",KARUR,"Clinical Biochemistry",NABL-M(EL)T-02216,"2023-11-01 00:00:00","26-11-01 00:00:00","Thogamalai Block, Karur District, Tamil Nadu - 621313, India
",621313
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - SELLUR
",M(EL)T-02607,NABLBCL005328,9600682315,healthpostsellur@gmail.com,"Tamil Nadu",MADURAI,"Clinical Biochemistry",NABL-M(EL)T-02217,"2023-11-01 00:00:00","26-11-01 00:00:00","Madurai Corporation, Madurai District, Tamil Nadu - 625002, India
",625002
"GOVERNMENT PRIMARY HEALTH CENTRE - SRIRAMAPURAM
",M(EL)T-01141,NABLBCL005254,9943776166,praphu06@yahoo.com,"Tamil Nadu",DINDIGUL,"Clinical Biochemistry",NABL-M(EL)T-02218,"2023-11-01 00:00:00","26-11-01 00:00:00","Reddiarchatram  Block, Dindigul District, Tamil Nadu - 624622, India
",624622
"GOVERNMENT PRIMARY HEALTH CENTRE - SIRUKUNDRAM
",M(EL)T-02316,NABLBCL006135,8124654968,sirungundramphc@gmail.com,"Tamil Nadu",KANCHIPURAM,"Clinical Biochemistry",NABL-M(EL)T-02219,"2023-11-01 00:00:00","26-11-01 00:00:00","Thiruporur Block, Chengalpet District, Tamil Nadu - 603108, India
",603108
"GOVERNMENT PRIMARY HEALTH CENTRE - V PUDUR 
",M(EL)T-02808,NABLBCL005690,8098477638,svgvpudur@gmail.com,"Tamil Nadu",SIVAGANGA,"Clinical Biochemistry",NABL-M(EL)T-02220,"2023-11-01 00:00:00","26-11-01 00:00:00","S.Pudur Block, Sivagangai District, Tamil Nadu - 630410, India
",630410
"GOVERNMENT PRIMARY HEALTH CENTRE - SOORANAM
",M(EL)T-02805,NABLBCL005918,9786716790,sooranamprimaryhealthcentre@gmail.com,"Tamil Nadu",SIVAGANGA,"Clinical Biochemistry",NABL-M(EL)T-02221,"2023-11-01 00:00:00","26-11-01 00:00:00","Ilayankudi Block, Sivagangai District, Tamil Nadu - 630713, India
",630713
"GOVERNMENT PRIMARY HEALTH CENTRE - KANCHARAMPETTAI
",M(EL)T-02402,NABLBCL004588,9655871554,gphckancharampettai@gmail.com,"Tamil Nadu",MADURAI,"Clinical Biochemistry",NABL-M(EL)T-02222,"2023-11-01 00:00:00","26-11-01 00:00:00","Madurai West Block, Madurai District, Tamil Nadu - 625014, India
",625014
"GOVERNMENT PRIMARY HEALTH CENTRE - KATTUR
",M(EL)T-00997,NABLBCL004427,9790843208,nalinilabnalini@gmail.com,"Tamil Nadu",THIRUVALLUR,"Clinical Biochemistry",NABL-M(EL)T-02223,"2023-11-01 00:00:00","26-11-01 00:00:00","Minjur Block, Thiruvallur District, Tamil Nadu - 601203, India
",601203
